123051033 56429
H 169193304 172444797
H 706707765 732761965
H 85503744 116605794
H 161614152 1024596468
H 681537108 1233286908
H 1686258 233900852
Q 158333030 497923337
Q 920277813 1410052548
H 270650016 1100953537
H 68224704 214968786
H 289085588 493711518
H 17819780 216353060
Q 352373280 899383068
H 135464759 1175861395
H 149317500 190970300
H 132202560 796007912
Q 31803394 288912750
H 77691805 146984161
H 642778892 694283114
H 17094392 143177437
Q 335766667 910308128
Q 382562450 457671638
Q 272935538 301641804
H 515537693 666296483
Q 370275492 398125722
H 98753064 915034920
Q 32385515 105142037
H 567454316 684522464
H 612277341 1386303492
H 29567720 144441740
H 359858808 781709877
Q 253898142 283736126
H 322819424 504950797
H 92791204 495991329
H 80774100 90473520
H 368303761 836415555
H 496177740 520499674
H 86104944 208649538
Q 394901910 404151876
H 654989532 999652103
H 128963160 1067363658
Q 677283052 1147802044
Q 177105964 590541682
H 28828557 139044810
H 222212030 370224196
H 184438410 384852247
H 115977840 502611120
Q 324785371 423514085
Q 155375753 442840433
H 140887253 175392733
H 51140760 137193624
H 652533508 844945156
Q 63957877 83940037
H 323434354 893472196
Q 106966368 170272953
Q 709647198 900328458
H 836022400 1586598016
H 238361454 691143342
Q 481159062 867842812
Q 153684326 551046404
Q 263985288 416583888
H 257982260 260423886
H 442544646 655836868
H 156500925 486633627
H 262696128 358811147
H 89068050 117072350
Q 431262908 638677532
Q 706990358 866408498
H 286615600 759339436
Q 435463054 1226771386
H 595442463 775588207
Q 694766550 909131525
H 211913262 486521810
H 525975940 1044800389
H 2518940 110761843
H 6347646 30397662
H 3419138 12650857
Q 181178418 300955656
H 165812976 514611064
Q 137692666 407836090
H 44408336 230267086
H 94746046 104495926
Q 5349717 150210041
Q 12666638 59959358
Q 52261681 52385255
H 444620819 478862624
H 6664983 179929815
H 621436284 642842412
H 68677400 686492496
H 507834548 746502782
H 296925420 442930920
H 248690600 1036340050
Q 65468532 79195332
H 338293605 777859926
H 95823175 617029147
Q 809375657 834725282
H 294962976 516438146
H 43054983 1065190988
H 679815345 694525501
H 472482252 618081272
H 52403781 429097615
H 224265834 309176316
H 77072870 156221605
H 8657172 227742511
Q 1199184 423870639
H 110468424 471782475
H 24076017 44860153
H 417916229 1052021539
Q 686198540 740294015
Q 204126104 211037768
Q 164157900 520751280
H 501508407 503283207
H 5279339 137404735
H 29497100 541018840
Q 51441133 313528511
Q 190936004 592518504
Q 334138860 336227940
H 140335125 320936427
Q 9285800 19220724
H 107507456 371311906
H 13271860 243931328
Q 20787662 188414022
H 285627424 387663064
H 67998082 566789282
Q 434446200 657668117
H 662577450 1361068090
Q 38007450 202899372
Q 161433972 324335043
H 157534233 239251335
H 475434938 532570314
Q 213111360 228399120
H 547179828 562716627
H 2387756 145930974
Q 120701376 131870196
H 115404024 148012182
Q 70826226 645278226
Q 127330247 137515706
Q 496453056 902256702
H 238085316 284964048
Q 141461034 389725774
H 10005506 1046008006
H 452439369 603503562
H 532319580 578615016
H 8487486 367095672
Q 95281056 312973596
Q 912035376 1044695604
H 605999625 635769069
Q 500641284 554968260
H 454056350 869715936
H 33691176 82734816
Q 122944512 139010646
H 122733508 150525558
H 400226112 847358259
H 144976517 472493532
Q 130360230 249082890
H 404376984 524790894
H 354844824 387300000
H 360495792 548640892
H 99679488 250642929
H 28374828 180196962
Q 114683876 135172736
H 262806560 359418706
H 360706500 364424980
H 356507564 649082030
H 111931926 348391338
H 243470988 296522572
Q 193941400 388350640
H 527656525 1084092865
H 8386840 411621868
H 76599941 162771429
H 216262354 243900210
H 780462973 821996773
H 556774187 971242205
Q 681649250 829985765
Q 35498268 302346912
H 289951578 1054880244
H 339802100 342236402
H 399246263 401239883
H 15007356 154995852
H 142782405 646292480
H 120173562 187183758
H 605778069 679749964
Q 65086493 351257013
Q 5145432 198459830
Q 39089336 551235101
Q 158869458 233774457
H 300643099 329884135
Q 9287454 826467929
H 64946856 224661015
Q 279586910 280420450
Q 136019290 382183540
H 271058004 343900800
H 160411108 384075031
Q 404367127 649044439
Q 136234269 245551771
H 417851604 532413668
Q 70158004 127620808
Q 105827505 435502002
Q 346729341 620917149
H 76563179 116623679
Q 274096524 552819198
Q 156265488 402299313
Q 500918600 1007501719
H 28283514 78585273
Q 282969850 398292750
Q 10530640 225077554
H 619287935 621417764
H 68737752 946591218
H 36297876 284358847
Q 508023180 655119968
H 467923222 844480072
H 400327075 420076067
H 159499810 500676268
H 385825616 561860332
H 5398272 929404208
Q 134923997 218760483
H 135718032 179688464
H 761390595 1156198653
Q 187725228 246980050
H 5959278 82459218
H 71628458 345539485
H 336500488 469843048
H 208730520 421339397
H 73559486 191860174
Q 29397144 144733582
H 13895910 691196214
H 114199690 139601626
H 399207915 669625208
H 280499951 321222650
H 41838137 272995373
H 565531992 873631672
H 18433375 241930474
Q 273248256 909634336
H 26870571 261248367
Q 208000002 361421202
Q 14142390 589772760
Q 464203460 471545986
Q 10396295 177438319
Q 81200550 1003072180
H 19934217 120853637
H 47199642 737712266
Q 317595728 527837878
Q 723937560 1158568230
H 169858899 564692421
Q 151716615 1042095798
H 662800789 790427554
Q 139623876 305461789
H 118896470 130244310
Q 55806786 74523123
H 366802605 740033253
H 451583244 501328134
H 344083890 1290575176
H 532269805 544486045
H 453435696 484947701
H 15736356 315951621
Q 121034606 439690922
H 539503470 576035892
Q 97715070 255397995
Q 23384790 558537102
H 739175658 1528565276
H 70445814 606873398
H 54310098 665585178
H 126446678 269631856
H 231515657 574260159
H 492657228 688004572
H 35039120 40447160
H 7173665 13547140
H 199758578 371138468
Q 104290050 213020370
Q 366440594 524051924
H 388984686 709365306
Q 58171234 111052114
H 397907382 648077684
Q 43064257 375891336
H 257337780 649403380
Q 299620728 327444820
Q 252215160 641868953
Q 379380974 438928095
H 139584160 876095565
Q 166885974 226055349
Q 430067071 900986634
Q 385297860 574311010
H 24423850 172840225
H 484037710 751916316
Q 65186160 421221588
H 567039286 790027028
Q 404102314 989350517
Q 41396544 263620069
H 24400544 183869161
H 227377174 629753132
H 145229940 169231720
H 68057832 873592892
H 6253898 485442413
H 9486651 18070500
H 522748598 613164531
H 120518035 208467811
H 422166176 857538190
Q 103167046 179042286
H 41311764 564766297
H 32965003 406796378
Q 217775920 314954550
H 416568392 425560744
Q 628945856 806055456
H 500263470 940387088
H 20087518 707664142
Q 552333868 955641376
Q 290234784 399475698
H 90347518 370079918
Q 507587451 1021194605
H 373431736 1138479631
H 68735649 378025308
Q 476026722 715315244
H 163848204 247939848
Q 703965570 849272942
H 284626284 473213792
H 8951175 21659007
H 786870 15900582
H 445591496 470221760
Q 517465760 521407589
H 156955260 168198768
H 225830640 359176636
H 80297568 340059149
H 265645100 536674042
H 514774866 663921272
H 903817985 930060515
H 151618880 862684130
H 67646776 951072088
Q 237270249 1175144994
H 818622332 840327911
H 109031896 269675998
Q 453788469 844561046
Q 31560858 348548754
H 310479900 722421078
H 286764576 647032965
Q 66533400 332295631
H 460884396 726770996
H 9678734 203691581
Q 412082235 1023541053
H 706181852 706594754
H 139877128 421957320
Q 87929765 453630299
H 198554598 608910310
Q 612365580 1461336677
H 216578700 730986188
Q 181486877 184561197
Q 384902217 549654948
H 187384092 480009894
H 698444910 752774120
H 452549084 600777560
H 115572240 365826698
H 38467112 42118424
Q 49905856 321630860
Q 166863720 398098360
Q 247379286 342886068
H 160902069 190566634
H 24729394 193797847
H 86242176 119937642
H 79856325 95209751
H 263820816 328196584
H 488138076 568696219
H 695649444 1246922056
H 186319602 451003306
Q 22105440 26188785
H 102133104 109772736
H 14907065 135094155
Q 57889048 900074984
H 496942416 522482931
H 55340146 156397586
H 168546108 808860228
H 71548281 1059413854
H 177522824 190620843
H 2753032 21893228
H 134214974 156344300
H 423512361 495553176
H 237884956 545900664
H 87961374 241114204
Q 97548660 99669400
H 92884124 350993788
H 435407700 1006703166
H 163585700 179924036
Q 5084679 275057667
H 245109025 451491589
Q 546799600 915848931
H 515226650 727373641
Q 440197575 537156767
Q 102538500 588165585
Q 14870700 556542039
Q 173283564 815364344
Q 311503155 485219962
H 21592746 542085966
H 8262768 99262567
H 22311534 191265358
H 449374260 1252880688
H 80904208 109377612
H 146163628 474160388
H 227605125 506947879
H 352194805 352286645
H 428841930 677946460
H 42733572 238138712
H 750452500 815728084
H 37290246 601080396
H 51605196 69931988
H 87013166 366885446
H 227891626 295319353
Q 53330340 241198346
H 82977984 474001968
H 454445763 824602539
Q 312598587 449105531
H 94870820 146230058
H 3083873 247627433
H 77563728 412304148
Q 27544956 65791206
Q 804263720 808789028
Q 276442975 420424524
H 560622876 751005580
Q 642995616 1106891055
Q 463027245 990826543
H 371780600 880840228
Q 147984793 703092783
H 53921486 431124961
H 209208468 214866813
H 155694733 722983449
Q 13814850 534276822
H 24592675 187252039
H 201954235 372321744
H 159425574 458434054
H 32166708 277783156
H 77792520 989069788
Q 797112580 890739600
H 184564328 228781328
H 209807972 613253036
Q 129181104 353005650
Q 89491649 899276023
H 123866776 154275388
H 28050309 541102369
H 537445962 598199322
H 78188876 780407520
Q 284629548 1024933359
H 170224060 243451960
H 136222355 592104205
H 678087222 726919228
H 131043614 132720590
H 27010647 526026983
H 28953093 130171939
H 246755340 532430548
H 337376305 432200779
H 185746375 449698905
H 10778640 568594315
H 510260520 512524132
H 37339488 162230040
H 349198200 494120472
Q 110366950 126639618
H 132328688 175796027
H 551307783 1143893031
Q 97411104 744694440
Q 293788008 357248808
Q 388240127 1206836917
H 127209138 560681450
Q 203530795 595924155
H 49041504 601666722
H 61670412 372663174
H 617572155 627906873
H 116953634 232988830
H 97626417 101604279
H 109946670 164564496
Q 285340925 507024583
Q 49044474 102741153
Q 350180922 431110862
H 127420572 185655500
H 31304633 413164502
Q 40233500 119190680
H 158940643 804534403
H 647656473 1119520047
H 484794440 738254449
H 130937625 424214625
H 50342634 849009162
H 506470008 793264926
Q 213279759 296693845
Q 180481 460159145
H 241880200 668120291
Q 190027936 443513620
Q 166654320 800912238
Q 125877888 545780763
Q 150441568 310194078
H 44030520 999814074
H 426094669 560619145
Q 55482420 563517545
Q 209207841 392266436
H 187786440 460070840
Q 346091424 376216665
Q 40508424 228062680
H 82181800 497369650
Q 426521200 878789436
H 108620435 898535891
H 24607494 123950752
Q 395868140 410467328
H 208456640 248542016
H 368711796 451469625
Q 449422545 621684181
H 363746913 467090277
Q 9489425 49914949
Q 18544610 27183170
H 46298616 386163061
H 232974008 295738304
Q 186332943 253969605
H 253219776 1151894406
H 367272066 368353098
H 330233925 634676385
H 486942732 867202699
Q 695135428 1655857184
H 87133728 154406208
H 625980245 668533028
H 56346597 328248777
H 698963736 790783814
H 435440192 795938363
Q 240795018 448747158
H 359667659 762388904
H 363380915 448045523
H 127052850 299735472
Q 41789677 316252733
H 136993175 190622155
H 28314602 71364175
Q 700887250 996197589
Q 510403865 848916853
Q 10446960 140241603
Q 525328864 782903489
H 7829856 965566944
Q 238256172 560717272
H 745844640 761462368
Q 644827053 1111744023
H 760370 815844914
H 116245312 307570845
H 7533962 807500231
H 310095471 341517101
Q 476145453 783235672
Q 136264175 339952175
H 694121120 1050897872
H 21708628 236168333
Q 818678280 1011061757
Q 816177857 881908775
H 30768192 99970286
H 754055780 1414654355
Q 824733 493740805
H 174670265 656197075
H 264137568 621277293
Q 47852532 86685820
Q 428050599 492985431
Q 81420000 551398553
Q 818029530 1067794110
Q 156191590 307003216
H 31218544 90725265
H 452132190 1171849140
Q 105853968 142042108
H 103803606 162564966
Q 279447870 551458466
H 549340050 1056182708
H 264359778 508215182
Q 512650780 537786249
H 95456256 148594961
H 79246958 338337398
H 569913440 640129430
Q 469132 790018172
H 429104550 622090029
H 277697504 947904653
Q 260474970 307215778
H 295624707 373832143
Q 69874056 445489120
H 338151968 460822278
H 42498486 165187338
H 82042128 230830460
Q 13457510 504215085
Q 426151920 1062845454
Q 218086672 377053145
Q 434068848 720002628
H 861730485 942532630
Q 15848778 166482378
H 699759556 822993460
H 191212461 543350611
Q 17452256 81805551
Q 431219858 1141058160
H 288675303 792853439
Q 84468202 701719571
H 20486115 797762055
Q 392895536 457564454
H 2155140 75515983
Q 593041890 608932200
H 129837580 439000000
H 501309984 657389160
Q 356867704 565104000
H 693413670 709959224
Q 10476336 333823690
Q 155115654 246167759
H 665728482 1036948962
Q 394864096 397090535
H 121298970 126904390
H 332880000 508455104
H 27880625 378008573
Q 506989725 1148431568
Q 88307604 200789484
Q 96827136 854325888
H 48010170 426893722
H 106999662 236825974
H 182767374 574299746
H 251497167 291093819
H 124411754 1046625953
H 130546192 295718992
H 407894450 1070430170
H 545203386 813600141
H 134057092 198722440
H 470566629 828791667
H 954056065 954834913
Q 29744220 241397364
Q 308140400 799305145
Q 58512361 183940921
H 57704248 652385468
Q 263831376 476032456
H 9050270 25776336
H 269429680 556419103
H 483545522 712808072
H 24359412 169045970
H 266610456 387038540
H 154606392 172639064
Q 47319650 47344895
H 270001593 596306531
H 126130422 293663291
H 50960896 127586929
H 665091580 1613399080
Q 563269898 587906978
H 26006040 57549195
H 505642376 981148184
H 197550752 531571904
H 288934260 398455690
H 544179564 697925635
H 7702443 669790549
H 265206462 419366610
H 292664745 1183360545
H 261572544 525495044
H 154048328 346568600
H 260635410 281324055
Q 263325895 834698351
H 484946280 769345116
H 477221056 732801000
H 289481655 402710364
H 129731298 255297823
H 148889664 223665464
Q 32509950 209552244
H 45309880 676372585
H 535627830 875095578
H 413720208 926125444
Q 513705612 595445788
H 203741175 307973525
Q 324950089 341226769
H 143496924 192965640
H 86901820 89605820
H 16201554 251552562
H 574320555 1020761963
Q 339048216 445366896
H 130615420 660636730
H 268349232 540169248
H 1396584 7264096
H 322045584 841602293
Q 234887772 317250871
Q 161775922 282123718
H 549155156 863454666
Q 645512400 1197445440
Q 257588682 328363156
H 476402500 752020150
H 38160774 90077774
Q 48591964 169830499
H 41503068 133084248
H 625303452 1117608228
H 725346390 1379859690
Q 15455295 265846659
Q 81393152 89884637
H 497322708 533019516
H 135709580 631824812
H 453081352 499326367
Q 843294348 856614996
H 166969467 532839487
H 879803904 934859164
Q 233026794 239285574
H 145953664 337885100
Q 566070228 605111588
Q 431134535 485951490
H 370336594 388849918
H 72665580 565742395
H 95110650 206889030
H 13578390 338029894
H 612906075 877841793
H 802079224 1227531076
H 21541499 299665499
H 78744960 564257624
H 740838000 1301963765
Q 279564285 345806489
H 204135779 440046264
H 313134720 443149044
Q 601202560 1072402864
H 732461269 1328206257
H 529500035 1125125739
Q 250152032 710815312
H 418405764 568059036
Q 157456068 270095961
Q 116963784 654505118
H 211567755 818550211
H 187190458 250699258
H 570562126 1427382706
H 97293924 456523034
Q 54655356 285931811
Q 25145168 152823987
Q 327238780 955399176
Q 141751309 816822945
H 65319575 269384063
H 79362500 252331975
Q 346197530 359810234
Q 18189606 862974665
H 553615867 711743551
H 579746376 1520695080
H 6876486 383168998
Q 22172912 562356254
H 50146957 270956232
H 18675798 291001007
Q 10293216 506490524
H 197793648 199844919
H 55111186 999033426
H 28744178 355286446
H 323397518 332677621
Q 593554613 982260896
Q 405767640 655828605
Q 500066050 796862530
Q 776275110 826286989
Q 12461920 87166570
H 107947565 230734145
H 267855810 627596835
H 233706795 713886995
Q 110804565 488069383
H 688389 686308995
H 93008160 686573408
H 335139210 602180154
H 492645692 506605340
H 386463960 397251480
H 644794240 1188466009
H 218752782 674729032
Q 27276600 63046983
Q 239279100 293979634
H 129196934 137674582
Q 808295488 979932688
H 264784657 976311532
Q 22301334 196167078
H 391112560 654376190
H 226583615 286645615
H 159309262 255439800
Q 626327559 829902559
H 410787135 994257907
H 426432511 430830792
H 132674174 521150094
H 615142240 643819280
Q 412476204 605426540
Q 88380114 666923882
H 279516740 470015125
Q 39134504 82993064
Q 180944235 347009835
H 8558383 684577935
H 164912334 571114161
Q 259803921 905584791
H 477864805 835006505
Q 40106400 230775900
H 482831844 709369884
Q 1000979968 1178778250
H 341228160 396995820
Q 589166512 635241595
H 298165276 477020746
H 188579040 593090550
Q 49474016 189491786
H 256124673 257154273
H 280737307 650473662
Q 164427297 375769785
Q 117128865 134161335
H 344423920 409206695
H 65734491 519158277
H 557674782 761608254
H 112407815 145718085
H 252713190 889903821
H 169061715 266411151
H 838698717 1101999002
Q 92942432 701202461
H 154103238 177697094
Q 77743827 153831867
H 499912150 889427734
H 261996058 359829667
H 30825668 64974146
Q 297785682 344812310
H 188398284 191673842
Q 151757952 166953384
H 352778475 405020035
H 791525582 795332586
H 444145840 858971328
Q 37072635 97055779
H 378190640 1136891548
H 566433336 690258768
H 64531752 115824034
Q 7978800 617250105
Q 270863505 358567055
Q 347452416 406702976
H 410730610 771501277
H 55645996 187120814
Q 189253290 885608760
H 191320760 270661886
H 139227816 277375988
H 249668536 387086179
Q 632362700 822241172
Q 699848968 738645552
H 12336896 513295521
Q 188969976 356230680
H 133428110 382451210
H 210604032 887879787
Q 29264592 57293428
H 201495920 274056008
H 103211073 191460024
H 463908802 955459002
H 272006962 355458673
H 33760800 351391324
Q 27081096 87790170
H 56782110 139529685
Q 118343806 739026166
Q 444852855 573014673
H 24262010 193869498
H 350492100 439698435
Q 35751996 139873251
H 101895350 175000739
Q 57761984 254762315
H 13947223 116603023
H 538417068 1023037449
Q 147749576 499394400
H 789800970 803795640
H 729308437 1230549517
H 241698246 585517526
H 518266610 1023050378
H 465836367 466460517
H 326828040 972348060
H 189313 844971736
H 212442784 266424019
Q 33608058 85604226
H 296727270 443002926
H 352329933 478840653
H 78021696 272689010
H 108488743 278686183
Q 471874100 565664104
H 541921162 1179301225
H 72056180 165098402
Q 726724500 739766088
Q 200101424 390876764
H 560724021 577429621
Q 3317368 85325320
H 31119384 262020417
Q 325925157 553076097
H 106403440 716365552
H 316204135 1155610707
H 67634780 153103500
H 219558833 436233238
Q 307344500 1130038386
H 69396980 267707990
H 230963694 497672336
H 4035681 217189433
Q 758908480 1394993060
H 24795288 246045086
H 31413075 416603790
H 704746476 1178240481
H 28457720 425486512
Q 86526999 177550719
Q 21269085 53413905
H 779113797 836660342
Q 182933283 940406796
H 10285470 178500470
Q 934073690 1345902800
H 60653412 282790878
H 639269366 678837965
H 331464915 844060671
H 590444088 757395566
Q 510409154 768561416
H 209014071 962970447
H 427923870 1056706542
Q 62051 119985465
H 391496034 578657814
H 79715660 85260182
H 311503539 873733539
H 106151362 258993610
H 5276720 558199056
Q 138446900 1080464398
H 187676230 280153105
H 147214720 459897199
Q 10040854 66407239
H 385903464 704594530
H 485562555 680410055
Q 47411955 966912867
H 114406740 281275038
H 111525872 352006874
H 97093828 256009828
H 68359512 484688856
Q 591553600 1178900808
Q 60283452 384408330
H 10143445 496469365
H 233693218 980708396
Q 81880880 394873482
H 51560698 103924812
Q 511914168 671274314
H 432151236 923959866
H 186806895 711495945
H 61303749 226008420
H 90134226 174576002
Q 9798452 74833408
H 19504940 145752620
H 68218740 129462572
H 37069622 379262588
H 208155090 415741630
H 173106815 202227620
H 64188260 301533095
Q 234679731 453766268
Q 596627168 752643010
H 27942300 56232020
H 117478305 288083602
H 201461750 207119486
H 190007451 506219867
H 230615424 434585521
H 463430135 497364390
Q 68544843 121898563
Q 371051264 469908264
Q 14069016 593535816
H 18910848 477062814
H 114594282 137001036
H 626946750 918519710
H 77675049 413480079
H 466883292 1130345832
H 396890808 497013672
H 106662792 124653738
H 153779500 214127767
H 199769472 233282584
H 12081028 53919979
H 40979400 419675580
H 119805105 689083529
Q 111590769 199074902
H 105599260 618682746
H 197878758 377318038
Q 384364036 393147730
H 483196754 802550446
Q 68435932 188975537
H 490322756 491935081
Q 754451840 857566096
Q 158156000 309630500
H 997354640 1800167255
Q 872937840 1543066608
H 82192572 400349372
H 530183680 667314996
Q 270768405 531059799
H 51075180 66216964
H 93595855 215719385
Q 121351016 154138066
Q 43129120 59016341
H 132342600 301217020
H 5435370 227881113
H 168815959 840728617
H 47169298 446202179
H 209259882 480447194
Q 99190028 592512582
H 98967030 577694630
H 133180238 756360280
Q 127588405 495097260
Q 543359772 586696772
H 81252192 160296192
H 66244936 389432391
H 134675856 284375887
H 161765740 313247572
Q 93350592 226172514
Q 363690995 555734843
H 53631600 196404468
H 688546236 1152087951
H 201486384 434647249
Q 682790500 955963246
Q 188359930 669707212
Q 562657068 994247070
H 48813933 281645553
Q 10174788 136171386
H 397757523 452679621
Q 176541417 242342187
Q 432061896 850889760
H 355247370 355525184
H 387552924 516967482
H 225740060 411840768
H 288267160 582823660
H 96854255 277370087
H 777457868 949416368
Q 464708552 470990302
H 174009467 576792652
Q 391911075 844340085
H 568686976 632646448
Q 786545640 917871583
Q 957689433 1202555133
Q 265861485 463353525
H 261678354 523120024
H 581038370 798748178
Q 35746560 338939712
Q 423681986 456263326
H 136666680 368240274
Q 255285381 1012865210
H 294469703 432614991
Q 898964703 976134831
Q 3225915 161699939
H 319774826 391298026
H 6756157 312853589
H 401011941 689277161
Q 473110924 488974993
H 17114580 500962260
H 190359347 191173768
Q 191857782 367917043
H 277782440 365166314
H 228145814 600190347
H 212742750 214906470
Q 525052396 582451507
H 354367110 368588155
Q 136489624 940741520
H 4522116 222518541
H 919207168 930276996
H 36768280 229281426
H 776138552 1133141672
H 169620885 454626705
H 64473180 94025769
H 61346488 806532568
H 3468640 417131680
H 192654888 659281241
H 86558158 961784702
H 718515216 774806091
H 223323535 252694135
H 87752901 588250381
H 75403062 487795122
H 2648841 20818421
H 376677015 491613459
H 141947484 183078337
H 8008294 233654414
H 210425283 769139971
H 542424233 689442257
H 582059534 903113790
H 103482664 169967775
H 387938802 424694910
Q 195844215 225045030
Q 171887923 561325168
Q 788415861 959713786
Q 145226520 164008472
H 58635768 120711264
H 244607220 342894815
Q 203209404 720032010
H 26314323 87324873
H 18695295 983326831
H 24151930 184313491
H 106126365 415456518
H 142892259 217923655
H 308350471 567753931
H 646564960 772632745
Q 81194652 812574921
H 510166922 564176264
H 53032299 466339999
Q 357173321 476943179
Q 497600376 565223855
H 769625244 1076600994
H 179824925 344853333
H 209525306 290622770
H 6212232 18468508
Q 161787384 214445160
H 35127846 170699839
Q 48518802 166325577
H 25381566 643655746
Q 76738310 92061755
Q 47902320 211633110
Q 123124590 1093060865
H 44924060 77135675
H 45095556 357721308
Q 376431445 668518854
H 525652672 533966868
Q 365100426 920813454
H 377996864 693773889
H 262308720 572375136
H 91236479 411283031
Q 2019758 32559948
H 251840890 397133906
H 845417095 892129878
H 444223653 849438277
H 167203855 499644085
H 314855028 1050254222
H 157990714 196215340
H 51238935 65922710
H 366144944 399733711
Q 270384211 564013404
Q 319722530 532933578
Q 280970430 327167695
H 109208437 248885782
H 164481009 196603476
H 189964654 476357769
Q 780990516 1130621889
H 200440852 623247992
H 567422437 768883677
H 369453290 544956062
H 90885964 186799945
H 10879414 386928676
Q 136391860 751046090
H 136567710 226427951
H 541072096 1194797142
Q 58676267 623578147
H 442274756 744337132
Q 235867698 331827583
Q 70003194 285149738
H 153509564 246831926
H 16919672 376132092
H 912720105 1132715165
H 133364952 237703186
H 159032752 628212288
Q 82119632 149707698
H 143481530 346253530
H 119562030 273673308
H 15994218 401638168
Q 67393664 147796546
H 154677600 497550404
H 115931232 165969144
H 269829108 475023282
H 146733390 183944898
H 817919180 1059161480
H 366868865 640355685
H 817343160 1268844035
H 122110136 147832796
H 46282383 803203083
H 567545238 1048713667
Q 651101068 683007008
H 383758155 455043219
H 516314898 713526026
H 22366312 291189268
H 323853411 657595911
Q 365475128 494970832
H 589384408 770086104
Q 193528556 301157341
Q 200270226 569373954
H 49939812 577302960
H 229863048 370668000
H 760322061 1487442051
H 5948518 235641996
Q 712158123 842294745
H 261863244 790767892
H 60843705 875610137
Q 258622221 493101132
H 230587869 669471325
Q 34904820 85617200
Q 47683810 656538658
Q 99935472 644534476
H 103610260 283988185
H 97245927 687675270
H 862914555 1191886460
H 159525970 816197590
H 227517725 394308317
H 417124774 417823290
H 245168205 491234909
Q 366266264 445123790
Q 666296906 685675526
Q 344867096 622396611
H 271694922 594023159
H 570069654 611581524
H 269088040 322627636
H 359193834 967836486
H 350069321 1164213641
H 34851932 398221315
H 497697913 1070994217
H 253507410 376222646
Q 10056432 90768327
H 258830894 1120969668
Q 286987236 311378196
H 257448583 764169193
H 610614585 706453713
H 80119728 204942069
H 18848128 249875170
H 38108380 106522332
H 860478806 1185941416
H 13333248 680030464
H 338812656 349507934
Q 686777724 1082942139
Q 23093504 924284272
Q 564420570 566560455
Q 208897056 1005071315
Q 315471321 567754228
H 355191120 403194075
H 45228625 738160525
H 355430967 1150745449
H 201425152 679089367
Q 406072336 916132614
H 736594922 1163917103
H 212016408 288260928
H 308412780 411577491
H 96229560 807216684
Q 1704794 524249798
Q 528916762 1206727906
H 211593600 286016680
Q 618698142 693567104
Q 297810312 488208202
Q 122965038 963433233
H 165936162 219024067
H 87472865 723093830
H 153717912 162520080
Q 87371392 672204512
Q 237223428 937387931
Q 296264400 462433167
H 207667614 522381726
Q 84541120 395784496
Q 163035178 237829039
H 236100540 467159102
H 318388535 507510943
H 80810040 481741568
H 869475915 990955825
H 54335727 112325871
Q 524986576 634121276
Q 23487660 201657512
H 887350155 1416985547
H 789969939 1238153280
H 616126432 624910375
Q 207898980 420571650
Q 209178342 233255295
H 66647700 76837945
H 30998700 281094345
Q 458129159 801977959
H 2496582 543815482
H 98486667 293833395
Q 473369013 489475109
H 314397864 532560993
H 827964744 1072590018
Q 902367543 1216173472
H 515526190 691547263
H 634293382 731951630
Q 60092955 73661883
H 822328248 831740448
H 45586125 77277213
Q 26370726 50449658
H 377285250 718950798
Q 255832844 450175052
H 731987880 1065986094
Q 7239344 66063769
Q 220405932 302458908
H 9132730 621095098
H 95871280 525003715
Q 191487525 841327501
H 95888935 348801518
H 107684316 295273102
Q 177057012 315610374
H 412948822 575783015
Q 124052880 181358964
Q 88080000 504429920
H 54138634 718345100
H 30249712 218465728
H 109517943 292799759
H 194888398 199455826
Q 38519630 230119516
H 42296930 154691602
H 321904044 364311234
H 9988002 853427912
Q 107361108 263650218
Q 441603900 527329450
H 294390750 345204454
H 18620200 216526385
H 210116366 338551386
H 21890583 180733327
Q 2730876 104859804
H 974924164 987694132
H 304198410 518931165
Q 127765000 509510060
Q 464238125 598125929
H 2574189 44827804
H 204451748 274474434
Q 229801792 493290927
H 253878536 863485046
Q 227648084 614955380
H 214485576 832394471
Q 99340588 173354682
H 26848360 128090728
H 164543544 233173014
Q 818375877 1148313499
H 471250036 531868420
H 549188672 549569868
H 10676796 385265030
Q 320202702 838736442
Q 99032832 115365582
Q 169913282 320653760
Q 129911247 367873647
H 354549480 374678914
H 205579844 391011034
H 387575891 1253630351
H 40482966 324546508
H 83312128 98730178
H 12089805 132917565
H 296023488 712154724
Q 402991830 424006274
Q 182898240 221878122
Q 97425540 112583932
H 507390312 561341690
H 303206904 325203138
H 239232296 438897986
H 171044562 560063882
H 114125940 266001908
Q 52231140 94067152
H 756010944 911922257
H 959901228 1040719550
H 35536830 319647210
Q 102368228 487205228
H 456675528 703500404
Q 524801852 541409632
H 153766972 194490942
H 1023660404 1029897098
Q 64084960 343140082
H 87915998 116977412
H 199526472 881277234
H 96538936 153927736
H 161220776 528666366
H 15691104 251188241
H 92532768 358807964
Q 526061830 1309004900
H 136293696 496263200
H 32664493 33209373
H 235502070 358703358
H 107998695 228648770
H 430944592 505583948
H 587098064 853325912
H 347708458 421125436
Q 4574460 283325592
Q 347181813 349499433
Q 392994252 405122028
H 186434571 309552981
H 94688550 155725630
Q 277677840 406797216
Q 709546332 803871282
H 105740096 344184491
H 133647318 321165022
H 291721948 772908307
H 120031825 149094814
H 161301447 616476947
Q 619158126 639097113
H 167660820 224095500
Q 466192616 771405091
Q 71293535 81275993
H 82709484 97907380
Q 429281463 1026775635
